Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ARNC,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BF.B,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BRK.B,BSX,BWA,BXP,C,CAH,CAT,CB,CBOE,CBRE,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMS,CNC,CNP,COF,COG,CPB,CPRI,CSCO,CTAS,CTL,CTSH,CTXS,CVX,GOOG,GOOGL,KMX,KO,LNT,MMM,MO,SCHW,T,XEC
2015-01-02,38.65,51.08,157.24,100.22,53.26,82.93,37.31,40.32,79.86,72.34,49.4,44.41,74.5,272.38,59.53,39.07,50.96,11.14,25.13,245.63,50.36,31.92,60.66,40.79,63.25,55.43,56.2,54.99,63.8,52.78,186.6,22.97,9.2,2.67,50.88,139.07,115.38,90.28,308.52,62.68,81.64,116.49,88.77,25.55,56.29,117.19,51.16,56.45,77.12,34.1,49.74,19.39,142.06,89.12,46.64,48.18,85.74,616.79,112.79,16.46,36.85,33.87,129.94,,342.01,36.5,1142.06,35.22,313.6,32.22,51.97,41.6,,13.22,50.94,115.93,49.93,68.85,76.98,100.53,59.51,34.67,39.1,18.83,32.97,54.06,64.54,45.2,21.83,35.55,65.67,166.43,102.69,44.29,61.13,90.51,41.43,26.04,72.17,678.4,30.06,26.11,18.99,73.51,28.7,37.6,74.78,23.58,74.16,25.07,51.0,49.69,90.69,523.37,529.55,66.47,35.8,28.12,142.06,38.9,28.45,25.45,102.88
2015-01-05,37.93,51.05,155.16,97.39,52.26,82.23,37.07,40.33,78.51,71.98,48.5,42.87,74.45,268.59,58.66,38.68,50.21,10.82,24.47,243.32,49.36,32.2,59.29,40.55,61.94,53.59,56.99,54.2,62.54,52.67,182.17,22.23,9.2,2.66,49.35,137.42,111.68,88.98,302.19,63.8,80.86,114.45,87.91,25.1,52.83,113.44,50.22,53.98,78.05,32.12,48.84,19.12,143.02,87.69,46.06,47.43,83.47,608.49,112.0,15.98,35.93,33.0,130.74,,336.74,35.56,1097.58,34.58,305.48,31.52,51.16,40.98,,13.81,49.47,116.98,48.36,68.46,72.92,98.89,61.41,33.92,38.91,18.4,32.62,52.22,63.69,45.04,21.32,35.16,62.79,160.5,100.92,43.65,60.67,90.53,39.95,25.51,72.58,667.69,29.82,26.04,18.38,71.81,27.13,37.03,73.0,23.11,72.81,24.54,50.68,48.58,87.07,512.46,519.46,64.58,35.8,27.77,138.86,38.67,27.5,25.21,96.92
2015-01-06,37.34,50.26,155.05,97.4,52.0,82.68,36.13,39.87,77.95,70.53,47.36,42.03,73.83,265.17,57.5,38.23,50.48,10.58,24.26,241.88,48.66,32.46,58.47,40.47,60.67,52.54,57.45,53.57,62.49,52.58,177.95,21.4,9.2,2.63,48.4,132.99,108.68,88.74,295.29,63.81,79.26,116.01,87.39,24.9,52.26,113.4,49.58,53.64,78.44,32.36,48.54,18.76,144.97,85.7,46.52,47.56,81.7,607.82,110.69,15.5,35.74,32.7,130.49,,334.65,34.54,1079.96,34.48,300.74,30.99,51.07,41.29,,13.7,49.13,119.25,46.66,67.73,72.45,98.02,62.05,33.66,39.29,17.91,32.15,51.43,63.04,45.98,21.08,34.87,61.97,156.31,101.32,43.32,60.04,90.91,38.75,25.18,71.47,664.38,29.87,26.12,17.97,70.48,26.75,36.78,66.87,23.1,72.67,24.23,49.36,47.22,87.03,500.59,506.64,63.77,36.07,27.68,137.38,38.9,26.49,25.24,95.21
2015-01-07,37.83,50.23,158.39,98.77,54.1,84.33,37.28,40.19,79.58,71.11,47.86,42.66,74.48,267.2,57.38,38.53,51.2,10.59,24.41,251.41,48.9,32.79,58.7,40.86,60.16,52.33,59.57,54.39,63.52,53.3,187.93,21.6,8.81,2.58,48.55,137.63,110.61,89.68,298.42,65.14,79.71,116.59,88.38,25.08,51.68,114.63,50.43,54.07,79.51,33.2,49.23,18.36,146.65,88.01,46.98,48.17,83.48,607.24,112.4,15.57,35.91,33.64,133.55,,353.24,35.25,1069.57,35.41,307.1,31.26,51.74,41.97,,14.03,50.28,120.58,47.09,70.15,73.57,99.41,63.1,34.01,39.43,18.42,32.82,52.06,63.71,47.29,21.16,35.26,61.99,156.79,103.7,43.91,60.51,92.47,39.13,25.16,72.3,694.26,30.36,26.27,18.21,71.28,26.98,38.4,68.71,23.32,72.29,24.36,50.98,47.93,86.96,499.73,505.15,64.78,36.52,28.14,138.37,39.62,27.01,25.27,94.41
2015-01-08,38.97,50.84,159.77,102.56,54.67,84.52,38.96,41.02,80.8,72.92,48.71,42.04,76.18,274.82,58.8,38.66,51.64,10.76,24.65,254.95,48.68,33.14,59.58,41.57,61.57,53.98,61.44,55.33,64.74,54.02,183.8,22.29,8.81,2.61,49.75,137.14,112.57,90.51,300.46,66.12,81.66,122.15,89.68,25.73,53.68,117.28,51.41,55.4,80.42,34.14,49.56,18.54,148.01,92.41,48.37,48.35,84.66,606.0,114.39,15.9,36.84,34.15,135.98,,350.25,35.74,1082.85,35.76,310.69,31.8,53.03,42.6,,14.59,51.14,121.07,47.8,72.32,74.33,101.02,62.46,34.75,40.02,18.61,33.64,53.09,65.1,47.94,21.32,35.96,64.78,162.94,108.98,44.84,61.34,93.51,39.95,25.7,72.64,719.99,30.52,26.67,18.64,71.97,27.52,39.18,70.0,23.5,73.48,24.61,52.17,48.14,88.95,501.3,506.91,66.09,36.97,28.58,141.69,40.29,27.71,25.53,96.76
2015-01-09,38.68,49.29,158.96,102.67,53.17,85.26,38.41,40.59,80.71,71.84,48.67,41.68,75.64,277.51,58.27,38.23,51.37,10.49,24.12,254.68,47.86,33.32,59.38,41.01,60.78,54.24,62.58,54.44,64.08,53.57,184.27,22.31,8.81,2.63,49.3,135.45,111.53,90.05,296.93,66.42,80.76,120.52,89.19,25.32,53.52,115.52,51.12,54.56,80.19,34.59,49.16,18.2,148.46,93.4,47.74,48.5,83.59,606.02,114.17,15.61,36.38,33.23,134.38,,342.34,35.21,1051.96,35.41,307.0,31.17,52.68,42.61,,14.65,49.81,121.68,46.73,71.7,73.44,99.59,61.99,34.65,39.69,18.55,33.78,52.45,64.46,48.33,21.06,35.84,64.08,161.98,107.85,44.35,60.74,92.91,38.17,25.66,72.7,714.27,30.18,26.47,18.25,70.73,28.65,39.07,69.26,23.73,72.91,24.31,52.41,47.83,87.17,494.81,500.72,65.04,36.56,28.18,139.95,40.19,26.78,25.45,97.27
2015-01-12,38.22,46.98,157.6,100.14,53.16,83.36,38.56,40.93,80.46,71.12,48.18,41.16,75.27,278.09,57.29,38.08,51.3,10.47,23.98,258.09,46.99,33.96,59.09,40.88,60.75,54.87,63.17,55.24,63.42,52.72,183.36,21.77,8.81,2.63,48.07,135.88,110.4,89.66,291.41,66.07,79.92,119.62,87.93,25.42,51.55,114.72,50.5,53.57,80.71,34.72,49.24,18.17,149.75,91.85,48.08,48.35,82.74,597.36,113.58,15.34,36.55,34.13,133.38,,347.84,34.71,1039.98,34.54,304.98,31.03,54.3,42.59,,14.58,48.5,122.18,46.36,70.82,72.8,98.39,62.12,34.5,39.68,18.36,33.78,52.15,64.3,48.41,21.06,35.73,64.83,163.85,106.04,44.1,60.43,92.68,37.8,25.61,71.74,711.7,30.09,26.2,18.29,70.45,28.0,39.19,69.33,23.96,72.44,24.47,52.43,47.86,85.3,491.2,497.06,64.35,36.23,28.1,139.19,40.44,26.52,25.52,92.52
2015-01-13,37.69,47.75,152.48,101.03,51.63,84.02,38.81,40.27,80.75,70.59,47.63,41.22,75.12,274.46,57.34,38.41,51.56,10.59,23.87,255.84,46.55,32.74,59.09,41.08,60.79,56.05,62.65,55.97,63.8,52.82,179.21,21.47,8.81,2.66,48.07,134.94,111.2,88.66,294.74,65.27,80.63,120.97,88.3,25.31,51.55,114.12,50.38,52.61,80.98,33.93,49.48,17.88,149.6,91.33,48.05,48.45,82.49,588.95,113.84,15.12,36.17,34.14,131.67,,352.74,34.64,1037.82,34.63,305.9,30.88,55.13,42.68,,14.5,47.87,121.91,46.03,70.56,72.36,98.54,61.4,34.09,39.4,18.43,34.32,51.35,64.78,48.67,21.05,35.82,65.46,164.4,106.69,44.07,60.85,93.05,37.4,25.91,71.34,714.06,30.53,26.68,18.19,69.85,28.28,39.18,68.42,24.0,73.28,24.44,52.43,46.09,83.94,494.82,501.8,64.27,36.22,28.3,139.08,40.76,26.54,25.52,93.4
2015-01-14,37.22,46.82,149.57,100.65,51.88,84.44,38.25,39.97,79.81,69.99,47.59,40.51,74.9,268.56,56.41,38.76,52.3,10.68,23.68,252.54,46.12,33.2,58.64,40.79,59.71,54.7,61.06,56.09,63.18,53.04,175.4,21.18,8.81,2.63,47.47,134.96,109.17,88.1,293.27,65.06,80.72,122.39,88.17,25.25,52.5,112.76,50.02,52.21,81.46,32.1,50.84,18.23,151.52,92.05,48.2,49.31,80.49,582.78,113.16,14.75,36.05,34.85,130.83,,348.75,33.77,1035.67,34.36,303.94,30.9,54.98,42.32,,14.5,48.14,123.35,45.14,70.09,72.11,96.5,61.07,33.76,38.99,18.26,33.59,50.09,64.19,47.06,20.67,36.04,64.89,158.13,107.29,43.69,60.6,93.2,37.06,25.45,69.61,709.74,30.77,26.66,18.17,68.39,28.14,39.22,66.52,23.85,73.33,24.26,52.69,45.03,83.7,499.5,505.93,63.42,36.16,28.82,138.41,41.09,25.63,25.4,92.31
2015-01-15,36.22,46.82,146.78,97.92,51.22,83.8,37.11,39.67,79.26,70.29,46.9,40.3,74.87,266.92,55.71,39.12,52.63,10.65,23.6,250.01,45.24,33.23,57.87,40.55,58.63,53.38,59.63,56.03,62.99,51.58,172.87,21.47,8.81,2.52,46.73,132.14,107.32,87.21,286.95,63.21,80.83,124.51,88.04,24.74,52.91,112.38,49.53,52.21,81.81,32.14,50.99,17.87,152.08,90.21,47.18,49.35,79.39,575.28,112.95,13.97,35.93,29.95,130.7,,339.88,33.61,998.25,33.56,301.04,30.64,53.82,41.91,,14.31,46.96,123.62,43.46,69.15,71.23,96.47,61.11,33.24,38.72,17.73,33.47,50.18,63.59,46.96,20.24,36.33,64.48,160.49,106.72,43.69,60.49,93.58,36.66,25.53,69.49,700.78,30.95,26.72,18.21,68.57,27.44,39.66,66.01,23.41,73.42,24.25,52.13,44.6,82.71,500.42,504.01,62.23,36.01,28.88,138.25,41.68,25.1,25.34,88.45
2015-01-16,36.45,47.2,148.75,97.15,52.56,84.73,37.92,40.16,79.91,71.73,47.75,40.71,75.65,276.37,56.85,39.54,52.97,10.87,23.94,254.66,45.87,33.89,58.34,40.1,59.22,53.78,56.92,56.83,64.46,51.16,180.44,21.6,8.81,2.39,46.95,137.8,108.89,88.24,290.74,64.54,82.69,126.29,89.93,24.94,54.9,112.58,49.99,51.78,83.06,32.81,52.03,19.5,153.43,92.44,47.47,49.76,79.54,580.85,113.51,14.14,36.19,30.55,130.43,,352.75,33.8,1008.22,35.46,305.98,30.6,54.42,42.66,,14.46,47.27,124.61,43.81,70.35,70.84,98.17,62.45,33.09,38.97,18.33,33.83,50.88,65.09,48.41,20.45,37.02,65.32,161.11,107.74,44.41,61.24,95.05,37.11,25.88,69.63,711.11,31.35,27.07,18.48,68.3,27.69,40.05,67.01,23.64,74.62,24.31,53.3,45.69,84.68,506.69,510.46,63.51,36.13,29.43,140.28,42.14,25.32,25.75,95.24
2015-01-20,36.15,49.98,151.39,99.66,51.68,84.75,37.87,39.92,79.66,71.49,48.38,40.3,76.0,279.93,57.1,39.3,52.94,10.64,23.87,255.0,45.46,33.41,57.68,39.58,59.65,53.12,56.24,58.88,64.02,50.61,183.06,21.75,8.81,2.24,46.86,137.08,109.33,87.98,289.44,65.47,82.5,127.33,89.09,24.87,53.27,113.92,49.93,52.47,82.05,33.39,51.8,19.48,150.43,93.37,48.27,50.14,80.67,584.33,113.89,14.03,36.09,29.72,130.33,,363.28,33.6,1024.95,35.9,304.68,30.56,54.54,42.42,,14.33,49.1,124.1,43.49,69.91,70.93,97.04,61.89,32.95,38.9,18.14,33.59,50.8,64.48,49.33,20.37,37.08,64.8,156.13,108.31,44.07,61.05,94.63,36.16,25.44,70.05,705.78,31.47,26.86,18.39,68.96,27.48,40.39,67.01,23.97,74.49,24.53,53.84,46.16,85.77,505.51,509.94,62.81,36.67,29.41,140.23,42.76,25.18,25.87,94.93
2015-01-21,36.36,50.85,152.07,100.42,51.07,85.06,37.81,39.77,79.41,71.54,48.55,40.72,75.64,281.49,57.55,39.47,53.45,10.73,23.91,261.4,45.62,33.6,58.14,39.37,60.27,53.86,55.9,59.23,63.97,50.73,179.26,22.38,8.81,2.45,47.52,136.89,110.36,87.64,297.25,64.28,82.95,129.7,88.98,24.92,55.18,115.31,51.43,53.37,82.42,34.18,52.15,19.36,151.6,93.83,47.82,50.52,81.05,586.06,114.92,14.17,35.87,29.77,132.72,,361.83,33.88,1045.53,36.57,307.24,30.83,54.1,42.47,,14.39,49.81,124.1,43.93,70.08,72.11,97.1,60.03,32.64,39.12,18.34,33.53,52.31,65.06,49.16,20.53,36.99,64.76,155.75,109.98,43.98,60.83,94.82,36.51,25.42,70.05,703.89,31.84,27.34,18.6,68.8,27.67,40.54,68.5,23.78,75.11,24.46,53.53,46.05,87.13,516.62,520.39,63.01,36.84,29.62,140.74,43.11,25.13,25.91,98.97
2015-01-22,37.78,52.67,155.23,103.03,51.29,86.32,38.94,40.16,80.46,73.48,48.7,41.05,77.47,281.02,58.27,39.33,53.4,10.51,24.34,263.53,46.92,34.12,59.04,40.09,60.64,54.73,58.01,61.92,65.47,52.11,180.32,22.66,8.81,2.47,47.66,138.79,113.76,89.52,310.32,63.5,84.64,132.65,90.06,25.44,56.45,116.29,52.22,53.85,84.31,34.44,52.18,19.83,153.33,93.67,48.53,50.49,78.0,600.1,117.72,14.79,36.32,30.46,134.88,,353.65,34.93,1049.68,36.5,317.17,31.17,54.23,43.31,,14.93,51.29,126.44,45.62,71.77,73.34,99.64,61.88,33.11,39.65,18.36,33.81,52.68,66.66,49.97,21.29,37.49,66.46,158.99,112.03,45.08,61.7,95.95,38.22,25.79,72.52,713.44,31.7,27.84,18.39,67.9,27.25,40.81,69.09,24.34,75.47,24.93,54.4,47.0,87.75,532.93,537.3,64.24,37.2,29.62,143.65,43.42,26.03,25.75,98.67
2015-01-23,36.98,52.77,154.48,103.56,50.85,86.85,39.48,39.59,80.2,74.06,48.48,40.87,77.69,284.95,58.19,39.36,53.77,10.31,24.17,264.58,46.23,34.16,58.43,39.52,61.02,52.24,57.46,62.57,65.0,52.23,183.32,22.19,8.81,2.45,47.21,139.0,113.1,90.22,312.39,63.41,84.71,130.71,88.85,25.34,55.67,115.6,52.37,54.18,84.52,33.84,52.2,19.89,153.28,95.25,47.35,50.52,77.78,604.0,116.84,14.46,35.9,30.57,133.23,,357.53,33.29,1037.99,36.62,312.18,30.13,54.21,43.46,,14.84,50.98,126.0,44.74,71.39,72.32,99.16,61.87,32.95,39.76,18.45,33.81,48.34,66.71,49.08,20.91,36.86,65.92,158.93,109.82,44.66,59.76,94.46,37.47,25.67,72.48,713.69,32.13,27.61,18.46,69.15,27.16,40.18,69.33,24.09,75.42,24.85,54.28,47.72,86.08,538.47,541.95,64.87,36.8,29.68,142.03,43.04,25.59,25.43,96.5
2015-01-26,37.31,52.54,157.9,103.67,51.17,87.87,39.57,39.85,80.08,72.74,48.62,41.23,77.44,286.96,58.23,39.26,53.81,10.35,24.28,270.17,45.96,34.45,58.51,39.68,61.17,52.51,58.2,64.2,65.27,51.68,182.76,22.31,8.81,2.61,47.94,138.93,114.24,92.18,309.66,64.35,85.11,128.79,88.62,25.48,57.08,115.29,52.25,54.1,85.97,34.53,52.33,20.07,154.45,95.03,47.71,50.78,77.01,612.14,116.36,14.57,35.62,31.29,133.32,,362.44,33.76,1041.86,36.95,314.18,30.27,54.55,44.26,,14.96,51.02,127.38,44.99,72.48,72.67,99.18,62.38,33.27,40.09,18.58,33.76,49.52,67.61,49.41,21.24,37.2,66.38,158.18,109.26,45.04,59.0,94.89,38.02,25.84,72.7,723.43,32.05,27.95,18.48,69.68,27.38,40.24,69.88,23.89,75.6,24.69,54.32,47.71,87.71,533.74,536.72,64.77,36.53,29.67,142.22,43.24,25.75,25.28,99.14
2015-01-27,36.93,49.93,157.7,100.04,51.39,87.94,38.63,39.43,77.45,71.46,47.47,41.22,76.59,281.33,56.15,39.26,53.54,10.35,24.07,265.6,45.3,34.61,58.28,39.35,60.29,51.81,58.75,63.53,65.0,51.58,180.36,21.69,8.81,2.7,47.38,138.2,112.69,90.93,306.75,63.62,83.3,127.93,87.84,27.25,57.19,114.3,51.8,54.28,85.28,34.18,52.03,19.72,153.76,93.3,47.17,50.73,76.18,608.59,114.98,14.37,35.51,30.91,132.14,,357.89,33.15,1013.86,37.17,308.98,30.12,54.14,43.95,,14.74,51.07,127.37,44.46,72.44,67.45,97.77,61.71,33.23,39.54,18.35,32.74,48.89,67.02,49.8,21.29,36.87,65.58,156.43,108.68,44.79,58.44,94.76,37.87,25.69,71.54,721.33,32.07,27.82,18.59,68.41,27.16,40.05,70.78,22.97,75.52,24.56,53.51,47.05,87.21,517.21,521.19,63.7,36.01,29.6,141.69,43.34,25.24,25.0,100.21
2015-01-28,36.21,47.96,157.97,105.7,50.37,88.35,49.94,39.19,75.83,70.25,47.08,40.54,75.61,276.89,54.59,38.74,52.82,10.02,23.6,259.61,44.17,34.45,57.13,39.01,58.99,50.89,58.57,62.62,63.99,52.1,177.78,21.52,8.2,2.63,47.14,134.5,110.41,89.57,303.91,65.43,81.6,124.03,85.72,27.08,54.12,111.87,51.47,53.01,84.99,33.93,51.2,19.91,152.12,93.49,46.74,50.61,75.56,610.57,121.2,13.97,35.26,30.67,130.84,,351.18,32.17,1003.25,35.71,303.31,29.9,53.56,43.61,,14.59,49.62,126.28,43.35,73.03,67.59,96.02,61.33,32.72,38.71,18.12,32.7,48.2,66.36,48.98,21.04,36.69,64.87,150.6,108.55,44.04,57.96,93.97,36.82,24.89,69.74,711.99,31.86,27.42,18.29,66.34,25.83,39.43,69.99,22.9,74.07,24.28,52.71,46.33,83.55,508.6,512.43,62.53,35.62,29.49,141.96,42.9,24.44,24.9,97.01
2015-01-29,36.65,49.5,158.92,108.99,51.41,88.32,52.25,40.86,76.99,71.64,47.35,40.91,75.45,279.59,55.36,39.51,53.1,10.12,23.72,259.01,44.21,34.36,57.67,39.15,59.95,43.9,58.67,64.78,64.65,52.53,188.05,21.74,8.08,2.61,47.51,136.01,112.04,89.15,311.78,63.46,82.17,127.3,86.04,27.08,54.21,118.45,52.41,53.79,85.31,34.31,52.22,19.99,149.85,94.85,47.51,51.23,75.81,611.13,128.26,14.19,35.88,31.51,130.36,,353.25,32.88,1014.74,35.79,304.99,30.13,53.4,44.18,,14.85,50.9,126.68,43.83,72.54,67.58,96.74,61.63,32.99,38.47,18.01,32.88,48.52,66.77,49.9,21.37,37.16,65.2,152.09,109.47,44.53,61.44,95.33,37.8,24.56,70.6,714.53,32.68,27.69,18.78,66.8,25.36,39.98,72.53,23.25,75.52,23.74,53.72,47.56,82.98,509.26,513.23,63.31,35.77,29.97,143.85,43.2,24.77,25.11,96.87
2015-01-30,35.99,46.5,157.67,107.39,49.15,87.14,51.74,40.41,75.54,70.13,46.35,39.81,73.82,275.68,54.01,38.47,52.34,10.02,23.49,252.65,43.86,33.58,56.84,38.58,58.16,44.35,53.05,61.86,63.5,51.78,183.24,21.02,8.08,2.57,46.31,132.43,109.14,87.82,354.53,63.12,80.67,125.32,84.97,27.1,55.4,117.33,51.22,53.45,83.76,33.6,50.64,20.13,148.22,91.6,47.07,50.14,74.6,596.96,126.17,13.93,35.34,30.73,128.29,,389.16,32.63,1009.48,36.36,299.34,29.87,52.64,43.78,,14.81,50.26,122.59,43.21,71.15,67.55,94.84,60.55,32.34,37.69,17.99,32.41,48.44,65.85,49.67,21.07,36.38,63.34,151.12,106.69,43.34,60.09,93.63,37.14,24.23,69.84,709.84,32.28,27.29,18.55,65.24,25.29,39.36,70.79,22.52,74.4,23.54,52.41,46.38,82.6,533.06,537.55,62.1,34.98,29.24,140.54,42.18,24.45,25.08,99.33
2015-02-02,36.87,46.16,154.67,108.74,49.44,87.23,51.86,40.83,77.16,71.11,46.52,41.12,74.64,278.25,54.12,38.58,52.55,10.13,23.93,253.84,45.29,33.59,57.8,39.21,58.49,44.04,55.18,61.36,64.52,52.24,178.17,21.04,8.08,2.67,47.88,132.64,112.48,88.63,364.47,62.66,81.26,125.82,86.67,27.28,58.64,119.0,51.73,55.07,83.27,34.51,51.16,20.35,147.93,91.19,46.1,50.65,75.93,593.75,126.94,14.21,35.45,30.53,129.63,,390.0,33.24,1013.03,37.45,305.61,30.36,52.6,44.22,,14.61,51.68,123.83,43.92,70.83,68.29,96.02,60.1,32.57,37.3,17.9,32.42,48.13,66.23,49.57,21.16,36.9,65.31,154.0,107.73,44.14,61.4,94.61,38.44,24.53,71.3,712.55,32.31,27.26,18.4,66.32,26.11,39.87,71.56,22.91,75.66,24.2,52.59,47.12,85.44,527.03,532.2,62.53,35.34,29.37,142.37,42.73,25.04,25.57,103.39
2015-02-03,37.76,45.01,155.76,108.76,50.21,87.68,52.89,41.37,79.03,71.92,48.0,41.63,76.16,281.84,54.92,38.59,52.3,10.23,24.31,254.37,46.07,33.75,58.77,39.62,60.12,45.38,54.68,59.41,65.54,52.78,177.51,21.58,8.08,2.76,48.78,132.41,115.76,89.76,363.55,62.71,83.28,127.17,87.54,27.78,60.26,119.59,52.05,56.57,83.33,35.67,51.54,20.86,148.81,91.89,46.67,50.49,77.41,607.84,127.88,14.61,35.41,31.39,131.22,,393.89,33.9,1037.55,38.73,310.27,30.83,52.28,45.01,,14.65,53.07,125.24,44.99,71.34,70.89,97.52,60.01,33.68,37.45,18.24,33.36,49.61,66.76,48.96,21.51,37.17,66.9,157.97,108.55,44.71,61.58,94.49,39.31,25.26,71.46,726.63,32.37,27.87,18.35,67.29,26.25,40.23,72.22,23.16,76.28,25.07,53.35,48.31,88.24,527.79,533.3,63.75,35.37,29.45,143.69,43.1,26.0,26.17,109.15
2015-02-04,37.27,46.86,155.16,109.59,46.35,87.89,54.15,40.78,78.51,72.28,47.83,39.4,77.44,279.01,56.44,37.87,51.85,10.26,24.97,252.36,46.23,33.8,58.68,40.22,59.95,44.9,54.3,60.79,66.04,53.33,178.29,21.74,8.2,2.85,47.87,131.73,115.2,88.63,364.75,60.86,82.53,127.81,87.87,28.05,59.6,119.6,52.04,56.57,82.62,35.29,50.51,20.73,148.52,93.31,46.38,49.69,77.29,601.63,127.77,14.52,35.22,31.62,130.0,,391.12,33.69,1028.28,38.23,308.37,31.2,51.74,45.07,,14.96,53.45,124.64,44.55,71.73,69.22,98.05,60.57,33.74,37.26,18.1,33.23,49.67,66.28,48.31,21.26,37.58,62.7,163.19,109.95,45.02,61.59,96.17,38.96,25.94,73.08,676.0,31.85,28.77,18.32,67.1,25.41,40.81,71.38,22.79,75.64,24.95,56.05,47.89,87.29,521.33,526.1,64.46,35.41,29.02,142.71,42.91,26.05,26.22,105.99
2015-02-05,37.67,46.34,158.82,110.38,47.23,88.32,55.52,41.21,79.53,73.1,48.88,41.56,77.97,266.99,56.23,38.34,52.04,10.39,25.09,260.41,46.33,34.14,59.32,40.33,60.49,45.72,55.0,60.9,65.79,54.64,178.17,22.05,8.2,3.31,48.04,133.39,116.24,90.21,373.89,60.5,83.74,127.42,88.44,28.14,60.54,122.1,52.68,59.01,83.22,36.68,51.11,21.02,149.94,94.56,47.13,50.62,78.33,614.88,128.97,14.68,35.87,31.51,134.99,,401.79,34.2,1044.6,39.05,315.43,33.98,52.6,46.46,,15.13,54.26,126.99,44.68,72.21,70.59,99.35,61.18,34.78,37.46,17.21,33.54,50.3,66.5,48.73,21.56,37.42,63.11,174.3,112.07,44.53,62.11,94.8,40.03,25.97,74.38,670.91,32.18,28.68,18.63,67.8,25.44,41.23,69.77,23.28,76.1,24.33,55.81,48.26,88.06,526.14,529.83,64.53,35.51,29.32,144.22,42.63,26.4,26.32,108.08
2015-02-06,37.49,45.71,160.65,109.45,46.34,88.97,57.94,41.07,79.24,72.54,48.93,40.6,77.32,261.92,57.07,36.44,49.71,9.89,25.21,262.19,46.76,32.9,59.38,40.22,61.13,46.94,54.63,60.08,64.54,55.17,175.63,22.31,8.2,3.03,47.97,131.69,118.26,86.71,374.28,56.71,84.03,125.99,90.99,28.21,60.5,121.13,52.5,60.0,80.97,35.61,49.02,21.3,144.93,93.26,47.19,49.52,78.59,611.34,128.45,15.16,35.67,32.62,133.16,,402.0,34.87,1022.42,39.29,318.61,33.31,52.11,46.88,,14.72,54.5,124.48,45.23,73.1,70.29,99.16,58.66,33.92,37.15,17.13,34.03,50.22,67.21,48.25,21.69,37.14,62.71,173.43,111.55,44.57,61.68,93.82,41.29,25.95,77.14,659.92,30.77,28.71,17.85,68.19,25.6,41.4,72.0,23.26,75.67,24.42,55.62,48.66,88.3,529.55,533.88,64.42,35.22,28.03,143.8,42.36,27.52,26.57,105.97
2015-02-09,37.2,44.18,159.4,110.17,45.19,87.61,56.81,40.19,78.53,72.33,48.53,40.45,76.93,260.68,57.34,35.85,48.95,9.71,25.16,258.17,46.8,32.42,58.93,39.94,60.96,47.92,55.02,57.89,63.72,54.56,171.42,21.63,8.37,3.04,48.2,130.48,118.18,87.59,370.56,60.0,83.79,125.24,91.19,28.18,59.52,120.69,52.26,60.04,81.04,33.63,48.49,21.23,144.32,91.03,46.81,48.71,78.56,613.05,128.09,15.03,35.04,32.37,130.96,,396.88,34.88,1033.15,39.41,317.24,33.31,51.4,46.48,,14.45,53.04,123.81,45.29,72.03,71.52,98.36,57.6,34.03,36.56,17.16,34.1,50.53,66.36,48.31,21.48,37.08,62.7,172.14,110.87,44.29,61.47,93.8,40.41,26.03,76.82,648.01,30.49,28.35,17.83,68.64,25.97,40.92,71.39,23.16,75.32,25.12,55.63,48.83,88.96,526.38,529.28,64.55,35.03,27.55,142.74,42.22,27.22,26.39,103.88
2015-02-10,37.8,45.62,161.54,112.29,46.33,88.85,57.69,40.55,78.68,72.76,49.4,40.62,77.39,266.72,58.5,36.82,49.85,9.97,25.28,264.65,47.04,32.29,59.12,40.15,62.21,47.95,55.74,59.58,63.74,54.53,176.39,22.34,8.41,3.04,48.37,133.41,119.47,87.29,373.0,63.07,85.64,128.83,92.66,28.51,58.66,121.1,53.16,61.12,81.4,34.19,48.9,21.46,145.72,95.3,48.01,49.04,79.36,616.66,128.49,15.1,35.3,33.24,131.76,,395.13,35.42,1057.62,38.91,325.85,33.92,52.25,47.27,,14.72,53.88,125.61,45.46,72.8,70.87,98.17,57.85,34.6,37.33,17.24,34.43,51.49,66.9,48.47,21.98,37.57,63.27,175.89,113.55,44.2,61.8,94.84,40.64,26.17,77.48,665.03,31.21,29.22,18.21,68.94,26.87,41.33,71.27,23.48,76.18,25.44,56.55,49.6,88.76,535.47,540.16,65.67,36.02,28.16,143.59,42.71,27.6,26.55,102.72
