Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ARNC,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BF.B,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BRK.B,BSX,BWA,BXP,C,CAH,CAT,CB,CBOE,CBRE,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMS,CNC,CNP,COF,COG,CPB,CPRI,CSCO,CTAS,CTL,CTSH,CTXS,CVX,GOOG,GOOGL,KMX,KO,LNT,MMM,MO,SCHW,T,XEC
2015-09-17,34.86,41.95,176.99,105.75,49.52,98.71,104.08,40.33,90.51,80.31,52.6,38.43,72.34,243.72,46.78,35.54,47.85,9.3,24.81,285.47,52.92,31.38,69.5,37.79,74.64,42.12,58.45,73.27,54.43,59.77,167.99,14.97,7.89,1.89,51.99,135.87,97.11,83.66,538.87,64.73,92.36,141.29,87.49,32.52,37.5,113.38,50.76,62.29,78.18,21.43,50.68,30.13,147.71,117.33,55.32,48.79,71.75,734.62,121.57,14.72,34.72,34.0,131.55,,325.3,36.37,1318.0,34.96,279.2,32.06,54.93,50.76,,17.2,41.62,106.56,47.63,73.1,63.66,91.79,61.82,33.37,45.97,21.13,39.26,56.67,64.03,46.3,21.45,39.06,62.45,192.22,142.6,47.33,56.94,101.48,37.75,26.88,76.8,730.2,29.64,31.93,15.23,68.9,22.64,44.97,44.35,22.44,81.91,17.34,60.9,57.21,66.07,642.9,671.67,61.96,34.31,24.77,126.21,44.82,28.26,25.67,105.36
2015-09-18,34.23,41.47,172.44,105.31,50.65,98.08,104.18,39.5,89.59,81.25,51.46,37.55,71.95,240.2,46.48,35.39,47.52,9.11,24.41,280.01,52.33,31.25,68.46,37.23,71.95,42.73,57.42,72.39,53.12,58.89,166.58,14.88,7.89,1.87,50.69,132.94,95.24,82.71,540.26,66.88,90.95,138.08,84.78,31.96,35.41,109.76,49.89,61.06,77.63,21.48,50.47,30.26,148.56,114.62,54.28,48.95,70.71,724.99,120.37,14.44,34.62,33.38,130.17,,314.67,35.5,1294.47,33.81,276.73,31.94,56.83,50.24,,16.75,40.26,105.83,46.37,72.12,61.77,90.32,61.36,33.23,45.39,20.81,38.83,55.37,62.76,44.74,21.19,38.62,61.12,191.39,141.47,46.53,56.42,100.93,36.69,26.4,75.2,729.48,29.54,31.17,15.04,66.79,22.44,44.61,43.11,22.15,81.7,17.07,59.87,56.59,64.68,629.25,660.92,60.27,33.96,24.62,123.27,44.3,26.99,25.49,100.5
2015-09-21,34.18,41.22,173.48,106.95,49.13,97.32,103.02,39.48,90.41,83.32,51.42,37.68,72.77,244.33,47.41,35.79,47.62,8.97,24.64,270.84,52.56,31.52,69.2,37.66,72.09,43.38,57.01,75.47,54.03,59.47,160.51,14.61,7.89,1.81,50.7,129.85,96.47,83.05,548.39,66.67,92.23,140.63,85.82,32.04,35.13,109.98,49.95,60.73,78.0,21.33,51.04,30.67,149.86,114.32,53.89,49.12,71.45,728.4,120.31,14.57,34.34,33.41,130.9,,297.16,36.02,1307.48,34.61,279.88,31.98,55.4,51.0,,16.72,39.94,105.87,46.76,71.58,62.03,91.91,62.07,33.55,45.92,21.08,38.57,56.02,63.0,44.47,21.33,39.04,61.98,194.5,141.94,47.06,56.79,101.83,37.47,26.62,76.49,731.19,29.7,31.4,15.16,67.71,22.85,44.88,43.57,22.15,82.55,17.24,60.83,57.07,64.97,635.44,666.98,62.66,34.14,24.8,123.64,44.9,27.56,25.5,100.14
2015-09-22,33.57,39.28,173.18,105.27,47.77,95.46,102.72,38.73,89.72,84.66,50.11,36.87,72.12,240.89,46.93,35.51,46.87,8.72,24.36,272.87,51.88,31.29,68.55,37.62,70.61,42.73,56.87,72.31,53.61,58.16,159.24,14.11,7.89,1.73,50.08,128.83,95.32,81.81,538.4,66.36,90.87,139.78,84.99,31.36,34.5,108.15,48.68,58.53,76.22,20.46,51.43,30.56,148.29,112.02,52.57,49.02,70.49,728.0,118.51,14.45,33.89,32.88,130.1,,299.06,35.49,1288.95,34.33,272.66,30.95,54.84,51.07,,16.55,36.9,104.09,46.45,70.28,61.61,91.28,61.83,32.91,43.4,21.21,38.35,55.05,62.44,43.94,21.06,38.66,60.48,193.42,141.01,46.6,55.95,101.22,37.03,26.54,75.46,726.97,29.45,30.92,14.85,66.9,22.85,44.58,43.07,21.8,81.31,16.9,59.9,56.47,64.27,622.69,653.2,59.72,33.79,24.6,121.86,44.42,26.88,25.27,100.19
2015-09-23,33.47,39.33,174.6,106.12,47.51,95.05,102.4,38.47,89.89,85.5,50.12,36.53,72.28,243.24,46.92,35.77,47.13,8.44,24.52,271.78,51.72,31.53,69.28,37.46,70.54,42.36,57.21,73.62,53.99,58.38,159.63,13.65,7.89,1.7,50.11,128.64,94.81,81.5,536.07,65.52,90.86,140.36,84.58,31.64,33.28,106.4,48.48,58.27,78.18,19.82,51.46,30.77,149.07,112.78,52.54,49.32,70.41,746.23,116.46,14.59,34.15,32.78,131.06,,298.34,35.46,1275.99,34.15,271.7,30.23,54.53,51.18,,16.75,36.54,104.41,46.22,70.75,60.34,91.6,62.68,33.3,44.89,21.18,38.49,54.73,62.54,41.05,20.83,38.72,60.97,191.38,142.56,46.76,55.89,101.72,36.95,26.38,75.9,731.57,29.61,31.4,14.79,66.73,22.53,44.79,42.18,21.92,81.85,16.75,60.28,56.67,63.33,622.36,653.29,59.32,33.77,24.63,121.54,44.58,27.02,25.22,98.5
2015-09-24,33.09,38.38,173.53,106.75,46.8,94.26,97.49,38.24,89.81,83.91,49.03,36.5,72.47,242.45,47.05,35.99,47.5,8.32,24.55,275.52,51.54,31.18,69.8,37.26,69.39,42.28,56.96,72.61,54.06,57.98,157.05,13.72,7.89,1.72,50.07,126.69,94.78,80.88,533.75,65.0,90.68,138.27,84.44,31.24,33.83,105.57,48.08,57.31,77.47,19.77,51.7,30.64,147.27,111.48,52.14,49.75,69.54,746.53,114.76,14.43,33.71,32.56,130.65,,293.01,35.19,1281.13,33.65,269.24,29.95,54.59,51.05,,16.79,36.45,103.43,45.3,70.22,56.56,91.79,62.8,32.74,44.35,21.05,38.6,54.87,61.86,39.91,20.74,39.02,61.09,184.93,140.88,46.9,56.03,101.33,37.01,26.13,75.0,731.17,30.02,30.75,14.85,66.39,23.05,44.6,42.72,22.04,81.44,16.67,59.18,57.11,63.97,625.8,654.91,59.07,34.11,24.89,121.47,44.75,26.45,25.15,99.04
2015-09-25,33.09,38.37,175.56,106.48,46.11,92.29,95.11,37.25,89.05,83.13,49.43,36.91,73.13,247.49,46.97,36.27,47.96,8.29,24.7,264.59,52.12,31.46,70.81,37.36,70.55,42.19,56.65,74.19,54.43,57.46,149.25,13.64,7.89,1.71,50.55,122.29,95.82,81.62,524.25,63.5,89.94,133.43,85.46,31.53,34.11,104.08,48.62,57.61,76.75,19.54,52.41,31.19,148.41,113.85,52.05,50.22,69.92,753.48,115.88,14.75,32.9,32.49,128.12,,284.79,36.18,1252.76,33.2,271.45,30.03,53.21,51.42,,16.31,37.49,103.9,46.61,68.57,55.86,93.48,63.03,32.56,44.19,20.96,38.78,54.97,60.25,39.87,21.07,39.42,61.99,183.53,137.34,47.1,56.83,103.4,37.84,26.0,76.85,730.28,30.33,29.31,14.91,67.23,22.76,45.06,42.4,22.57,83.57,16.89,59.35,56.29,64.64,611.97,640.15,59.73,34.52,25.16,123.22,44.9,26.97,25.32,98.46
2015-09-28,32.05,37.27,170.16,104.38,43.43,88.92,93.16,35.61,88.14,80.52,48.55,35.69,71.6,238.11,46.14,36.42,47.85,8.17,24.35,241.68,50.41,30.92,69.48,36.6,67.96,39.06,55.33,71.81,53.28,55.17,145.6,13.42,7.89,1.66,49.4,116.74,92.03,80.12,504.06,62.24,88.29,128.16,83.93,30.89,32.33,102.14,47.51,55.33,75.26,20.66,52.36,30.47,146.51,108.56,51.08,49.49,68.28,730.8,113.33,14.36,31.13,31.59,122.71,,272.28,34.9,1199.14,31.93,263.46,28.98,50.75,50.63,,15.88,37.32,102.71,45.21,66.51,54.83,91.8,62.32,30.93,42.4,20.48,37.4,51.32,57.71,37.88,20.19,38.87,61.39,172.1,132.86,46.6,55.95,101.6,36.8,25.2,75.3,708.03,30.25,26.33,14.61,65.53,21.69,44.3,40.55,22.25,81.07,16.39,58.14,54.21,63.04,594.89,624.25,57.9,34.44,25.18,122.18,44.77,25.88,24.98,94.41
2015-09-29,32.41,37.36,169.3,101.24,43.67,87.86,89.03,36.01,88.73,79.83,49.08,35.63,72.03,239.76,45.24,36.55,48.08,7.87,24.65,239.05,50.47,31.59,70.23,36.28,67.5,39.76,55.91,72.06,53.85,54.02,147.75,13.59,7.89,1.67,49.69,118.13,94.39,79.94,496.07,60.87,86.92,129.49,83.92,29.66,33.15,103.33,47.75,57.35,75.41,20.36,51.9,29.83,151.39,107.5,51.01,49.58,68.06,724.72,113.88,14.24,31.22,31.99,123.17,,278.23,35.12,1200.32,31.91,262.98,28.86,52.07,51.0,,16.0,37.89,105.37,45.18,66.49,55.28,92.43,62.44,31.31,42.04,20.44,37.87,51.61,59.03,37.99,20.72,38.91,61.65,167.36,132.36,46.93,56.76,101.91,36.92,25.35,75.19,708.54,30.26,26.43,14.61,64.96,20.58,44.12,40.7,22.24,80.17,16.45,58.66,52.93,63.44,594.97,622.61,57.96,34.55,25.05,124.98,44.44,26.17,25.12,96.21
2015-09-30,32.97,37.03,188.16,102.39,45.01,87.81,92.76,36.67,90.26,82.22,51.22,36.0,73.18,247.19,44.14,37.06,48.7,8.15,24.82,257.74,51.46,31.9,71.64,36.73,69.06,41.23,56.76,73.05,53.74,55.55,156.39,13.72,7.89,1.72,50.84,122.11,96.77,80.83,511.89,61.19,88.14,131.63,84.12,30.26,34.97,104.77,48.94,59.79,74.57,20.81,52.89,30.06,153.15,112.3,51.91,50.4,69.02,723.83,115.82,14.46,31.38,33.02,124.83,,291.81,35.77,1236.86,32.91,266.52,29.67,52.62,51.32,,16.41,38.98,106.2,45.74,66.58,56.18,94.08,63.68,32.0,43.32,20.68,38.86,54.04,59.51,38.61,21.29,38.62,61.31,175.85,134.88,47.4,57.12,102.77,37.28,26.15,77.15,720.25,30.98,27.11,15.03,65.84,20.89,44.19,42.24,22.76,81.07,16.73,60.63,54.23,65.63,608.42,638.37,59.32,34.95,25.38,125.17,44.58,27.1,25.52,99.06
2015-10-01,32.41,37.38,190.65,101.72,45.61,87.37,89.21,37.16,90.42,83.75,49.89,36.01,73.67,250.41,43.14,36.63,48.08,8.23,24.75,267.74,51.56,32.35,71.17,36.69,68.96,42.23,55.44,73.76,53.49,56.42,157.82,13.7,7.89,1.74,50.4,123.79,97.19,81.2,520.72,61.0,87.34,130.64,84.07,30.37,35.47,106.16,48.05,60.89,74.41,19.95,52.56,30.07,153.53,109.72,53.36,50.57,68.79,736.35,115.52,14.43,31.26,33.05,124.39,,287.3,35.96,1247.08,32.36,265.13,30.12,53.38,50.97,,16.69,39.11,106.4,46.0,66.84,55.35,93.07,63.84,31.83,43.16,20.52,39.0,54.87,59.7,38.52,20.97,38.58,61.25,181.77,135.29,47.18,57.35,102.64,37.84,26.4,78.01,724.43,30.64,26.89,14.81,66.23,20.28,43.62,41.66,22.49,80.82,16.39,61.27,54.87,65.18,611.29,642.0,58.65,34.67,24.99,124.31,44.43,27.09,25.48,100.31
2015-10-02,33.3,36.84,190.3,102.46,46.18,87.74,90.3,37.73,91.3,83.99,50.57,36.84,74.09,257.09,44.0,37.1,48.24,8.4,24.97,273.09,51.8,32.65,70.95,37.2,70.23,43.14,56.91,72.87,54.58,55.96,166.07,13.96,7.89,1.83,51.78,125.77,96.29,82.45,532.54,62.8,88.24,133.37,85.23,30.54,38.05,107.19,48.51,61.32,75.44,20.51,53.57,30.61,154.01,110.79,54.58,50.9,69.28,740.78,117.25,14.27,32.04,33.6,127.38,,290.35,35.78,1265.68,33.73,271.79,30.56,55.31,52.69,,16.92,39.59,107.16,45.99,68.14,56.47,93.46,63.9,31.96,43.38,20.81,38.6,56.06,60.88,40.51,20.89,39.19,62.25,183.14,138.44,47.63,57.85,104.02,37.8,27.0,75.34,724.45,31.24,27.99,15.02,66.16,20.94,44.12,43.53,22.52,81.6,16.42,61.27,56.02,67.85,626.91,656.99,59.78,35.19,25.32,126.43,44.96,26.19,25.56,105.42
2015-10-05,33.94,38.32,189.79,102.84,46.89,87.81,91.84,37.74,93.35,85.84,52.15,37.9,75.32,263.21,44.29,37.37,49.22,8.55,25.33,264.16,52.79,33.03,72.25,37.46,72.12,44.34,58.47,74.39,55.27,56.85,163.42,14.11,7.89,1.8,53.19,126.94,99.21,85.87,543.68,63.91,89.74,134.31,86.88,31.59,39.27,109.16,49.73,61.83,77.21,22.42,53.96,31.11,155.1,108.89,54.45,51.3,71.97,747.28,118.54,14.56,31.81,33.51,128.91,,286.55,36.68,1274.86,34.54,280.98,30.86,55.08,53.19,,17.07,40.5,108.2,47.17,68.95,59.47,94.92,62.91,32.44,43.92,21.3,39.72,57.73,61.65,42.17,21.16,39.77,63.36,187.52,139.55,48.5,58.82,105.31,38.41,27.53,75.89,728.08,31.35,27.74,15.46,68.37,21.88,44.79,43.89,23.47,82.82,17.08,63.05,56.9,69.91,641.47,671.68,60.48,35.73,25.58,129.19,45.67,26.92,26.18,108.4
2015-10-06,33.52,36.36,189.72,103.33,45.57,86.0,83.71,36.37,93.23,85.15,51.66,37.9,75.08,263.06,44.8,37.09,48.5,8.71,25.38,258.76,52.24,32.82,72.68,37.48,72.3,44.51,55.75,68.52,55.25,56.51,160.0,14.24,7.89,1.83,52.92,124.67,98.44,85.78,537.48,67.38,88.89,131.13,85.72,31.2,41.18,109.05,49.21,61.38,77.18,23.65,53.25,31.05,153.81,105.2,53.78,50.89,71.61,744.62,119.08,14.56,30.82,33.19,126.65,,275.99,36.51,1275.45,34.97,280.19,30.25,53.23,52.5,,16.57,40.77,107.93,47.08,67.7,60.88,93.97,62.28,32.13,42.85,21.32,39.78,59.02,61.02,42.6,20.84,39.39,63.54,185.52,136.57,48.13,58.31,105.28,38.28,27.23,74.74,713.25,31.29,26.53,15.41,68.3,22.45,44.27,43.37,23.81,81.06,17.06,62.92,56.07,72.37,645.44,671.64,59.22,35.68,25.37,128.72,45.41,26.24,26.09,109.72
2015-10-07,34.14,37.49,188.97,102.84,46.02,85.91,84.96,37.04,94.26,80.65,52.55,38.49,76.18,265.6,45.9,37.01,48.0,8.77,25.75,255.07,52.37,33.32,72.58,37.54,73.55,45.72,56.55,69.85,55.4,57.46,164.78,14.38,7.89,1.86,53.59,130.7,99.19,86.58,541.94,66.97,89.66,131.08,86.54,31.71,41.01,110.18,49.62,62.7,77.84,23.57,53.38,31.08,154.87,106.58,53.94,50.64,72.13,736.0,121.19,14.62,31.43,33.17,129.14,,279.24,37.05,1291.58,35.84,287.27,30.8,53.82,52.36,,16.82,41.99,108.76,47.32,67.21,60.5,95.51,61.79,32.32,42.93,21.4,40.51,59.81,62.4,44.9,20.91,39.82,63.49,185.0,136.49,48.68,58.82,105.86,38.98,27.57,75.44,720.16,31.05,26.95,15.47,68.06,22.21,44.33,42.72,24.08,82.57,17.36,63.9,56.69,73.31,642.36,670.0,59.48,36.17,25.26,130.26,45.81,26.69,26.31,113.75
2015-10-08,34.59,37.9,185.99,101.65,46.36,86.47,82.51,37.53,96.46,82.26,52.41,39.2,77.52,266.69,47.31,37.8,48.71,8.96,25.97,261.87,52.75,33.61,74.1,37.86,73.8,47.28,56.23,69.65,56.39,57.56,164.31,14.64,7.89,1.93,54.33,132.33,99.36,87.8,533.16,66.75,90.25,129.12,87.27,33.23,42.1,113.25,50.05,63.61,79.91,23.72,54.12,30.87,156.14,104.83,54.27,52.01,72.13,735.31,122.98,14.62,31.76,33.13,129.03,,279.88,37.34,1304.32,36.25,285.42,31.53,53.79,52.9,,16.79,42.12,109.34,47.63,67.34,61.75,96.97,62.5,33.16,43.25,21.37,40.48,61.05,62.94,45.45,20.99,40.07,64.13,187.76,133.49,49.53,59.31,106.91,39.42,28.16,74.77,734.77,31.5,27.47,15.61,68.14,22.12,44.76,43.51,24.4,84.39,17.66,64.26,58.34,74.8,639.16,667.0,59.96,36.57,25.57,131.98,46.2,26.88,26.53,118.12
2015-10-09,34.8,40.45,188.15,104.08,46.03,85.82,83.63,38.19,96.25,83.82,51.48,39.45,77.63,267.37,51.57,37.8,48.6,8.92,25.95,260.62,52.71,33.84,73.05,37.87,73.46,47.42,56.39,69.8,55.77,57.49,161.08,14.62,7.89,1.96,54.44,132.06,98.51,87.23,539.8,67.21,91.81,132.09,86.66,32.84,41.5,114.93,49.88,64.39,79.21,22.1,53.63,31.2,156.76,105.02,54.7,52.03,72.27,736.92,123.56,14.46,31.72,32.86,129.63,,269.16,36.95,1313.29,35.69,285.01,31.74,54.61,53.16,,16.88,42.36,109.12,47.38,68.18,61.29,96.87,62.11,32.97,43.03,21.75,40.64,59.37,63.6,43.66,20.93,40.34,64.87,186.63,136.22,49.49,59.71,107.21,38.86,27.93,73.45,732.93,31.24,28.67,15.56,67.6,22.21,44.99,42.59,24.4,84.91,17.13,64.82,59.5,74.52,643.61,671.24,58.77,36.61,25.48,132.35,46.56,26.78,26.33,118.48
2015-10-12,34.57,41.81,189.9,103.6,46.14,86.64,82.98,37.9,96.5,83.92,51.38,39.47,78.03,266.3,51.55,38.33,49.3,8.92,25.98,259.25,53.15,34.05,72.92,37.98,72.82,47.22,57.26,71.7,56.2,56.98,159.86,14.57,7.89,1.87,54.21,135.09,97.39,87.1,550.19,66.6,91.87,135.26,86.65,32.7,40.14,113.99,49.97,64.31,79.62,21.71,54.14,31.7,157.86,105.71,54.59,52.56,72.25,744.06,124.43,14.4,31.97,33.05,130.29,,264.67,36.96,1347.19,35.21,282.81,31.86,55.74,53.31,,16.94,42.03,109.95,47.28,69.41,60.6,97.37,62.58,33.34,43.9,21.66,40.93,58.66,64.71,43.32,21.02,40.65,65.13,185.92,137.47,49.94,59.63,107.42,38.64,27.83,74.5,747.82,31.48,28.64,15.45,67.41,21.91,44.65,41.92,24.44,86.07,17.22,64.09,59.27,73.83,646.67,676.43,57.34,36.59,25.76,132.49,47.09,26.94,26.45,117.49
2015-10-13,34.22,41.4,189.47,103.77,44.92,87.03,82.73,37.52,95.05,83.65,50.9,39.01,77.56,263.25,52.08,38.27,49.38,8.85,25.84,248.49,53.16,33.77,72.98,37.6,71.14,46.99,56.21,67.96,55.95,56.71,153.25,14.14,7.89,1.92,53.38,130.28,95.76,86.09,548.9,65.67,91.37,137.77,86.18,31.95,39.82,113.57,49.65,62.78,81.25,21.61,53.73,31.99,157.46,101.89,54.37,52.78,71.59,740.0,124.09,14.4,31.61,32.94,128.83,,256.04,36.4,1345.0,34.79,282.33,31.49,55.41,52.88,,16.73,40.76,108.11,47.22,69.41,60.32,96.85,61.88,33.39,43.47,21.63,41.32,58.05,64.58,43.92,20.93,40.48,64.54,186.88,138.71,49.29,59.37,107.24,38.24,27.78,73.42,750.42,31.36,28.63,15.32,67.13,21.35,44.13,41.55,24.35,86.46,17.17,62.79,58.37,73.53,652.3,683.17,56.91,36.29,25.77,131.65,47.22,26.65,26.39,114.77
2015-10-14,33.66,41.77,185.72,102.31,45.04,86.0,85.59,37.34,95.1,83.8,55.38,39.05,77.54,264.06,51.37,38.04,49.81,8.8,25.51,255.37,52.56,33.34,72.24,37.77,70.28,48.09,56.5,67.53,55.23,56.68,152.66,14.42,7.89,1.95,52.58,130.48,95.38,85.5,544.83,64.93,90.26,134.78,85.49,31.77,40.8,113.76,49.85,63.03,80.98,21.43,53.49,32.13,155.7,105.52,53.8,52.28,71.19,729.38,118.72,14.51,31.57,30.98,127.75,,256.79,35.87,1311.08,34.78,288.91,31.62,55.18,52.39,,16.66,40.67,107.56,46.77,68.13,60.78,96.03,62.43,33.41,42.15,21.34,41.23,58.21,64.04,45.17,20.44,40.03,64.19,182.75,137.46,49.09,59.18,106.97,37.7,27.68,72.64,718.56,31.23,28.38,15.21,65.88,21.92,43.41,41.76,24.32,85.73,17.44,62.7,57.58,74.68,651.16,680.41,56.77,36.31,25.83,130.95,47.16,26.36,26.43,116.0
2015-10-15,34.17,42.4,189.17,103.84,46.87,86.96,92.83,38.39,94.98,86.77,55.64,39.57,78.29,265.51,52.16,38.52,50.29,8.97,26.01,259.89,53.61,33.96,72.54,37.8,71.56,48.12,60.65,69.86,56.83,58.14,161.07,14.68,7.92,1.97,52.99,134.66,98.09,86.96,562.44,67.3,90.82,136.55,86.63,32.24,41.75,114.77,50.73,63.55,81.41,20.89,54.33,32.89,158.37,109.48,54.45,53.26,71.72,737.43,121.52,15.02,32.19,31.56,128.98,,268.41,36.98,1327.29,35.53,291.74,31.73,56.55,53.11,,16.85,41.26,108.33,48.84,68.59,60.88,97.85,62.99,33.81,44.12,21.39,41.44,58.6,64.01,45.92,20.99,40.29,65.4,185.83,138.95,49.79,59.91,106.91,38.75,28.17,74.19,723.81,31.79,28.83,15.55,67.66,22.66,43.43,41.75,24.61,88.01,17.97,62.84,58.59,75.48,661.74,693.02,56.98,36.52,26.26,131.72,47.43,27.14,26.6,117.82
2015-10-16,34.37,41.68,189.42,103.08,47.2,87.87,93.11,38.72,95.64,88.67,54.65,39.92,78.95,265.5,52.04,38.66,50.14,8.97,26.19,263.74,54.35,34.11,72.6,38.12,70.95,49.03,60.65,69.72,56.47,58.12,160.72,14.79,7.92,1.94,52.57,134.72,98.93,88.32,570.76,67.6,92.15,138.26,86.98,32.41,41.54,114.03,51.2,63.77,81.94,20.57,55.22,33.25,160.69,108.76,54.93,53.42,72.16,739.82,121.71,14.96,32.4,30.86,131.32,,272.37,36.99,1336.57,34.04,296.4,31.93,57.32,53.75,,17.07,40.9,109.98,48.58,69.45,59.9,99.12,61.91,34.38,44.54,21.35,41.8,58.76,64.76,44.99,20.72,40.68,64.91,187.27,140.6,50.12,60.41,108.46,38.33,28.32,74.79,722.7,31.92,29.05,15.58,67.8,22.18,43.42,40.28,24.7,87.49,17.86,62.84,59.07,75.95,662.2,695.32,56.18,36.61,26.34,131.29,48.12,27.21,26.87,118.86
2015-10-19,34.8,42.39,190.01,103.72,46.89,87.62,94.96,38.65,95.72,88.4,54.68,39.93,79.5,267.32,52.44,38.83,50.18,8.94,26.06,259.16,54.35,34.75,73.49,38.0,70.42,48.86,61.1,70.67,56.83,57.79,162.11,14.77,7.92,2.01,52.75,136.36,98.65,88.93,573.15,65.95,93.29,139.92,86.04,32.9,40.48,113.35,50.98,64.14,83.15,20.29,55.39,32.84,162.3,106.86,55.22,53.94,71.96,744.02,122.43,14.98,32.49,31.19,131.69,,273.02,36.7,1376.13,33.72,293.76,31.77,57.85,54.21,,17.08,40.11,111.32,48.74,69.51,59.54,99.63,62.36,34.69,45.21,21.21,42.0,58.44,64.95,44.26,20.73,40.61,65.04,186.31,141.75,50.54,60.53,108.28,38.07,28.43,76.03,718.64,32.1,30.33,15.4,67.77,22.08,43.34,39.77,24.7,87.61,17.93,62.99,59.38,74.9,666.1,699.95,56.85,36.58,26.46,130.67,48.89,27.04,26.72,112.64
2015-10-20,34.88,42.71,192.19,105.61,45.78,86.14,94.42,38.28,96.07,86.84,54.85,39.69,79.61,268.2,52.0,38.86,50.24,9.06,26.17,249.79,54.59,34.91,74.54,38.66,71.92,48.71,61.98,70.32,56.69,59.73,159.02,15.12,7.92,2.02,53.06,132.82,99.58,89.04,560.88,64.66,92.07,139.38,86.92,32.86,41.23,112.79,51.3,64.69,83.11,20.27,54.99,32.91,161.8,107.7,55.76,53.62,71.91,745.94,122.84,15.03,32.72,31.41,131.51,,265.81,37.68,1372.51,33.62,293.11,31.99,56.79,54.08,,17.19,40.41,110.31,48.72,68.24,60.4,101.04,62.46,34.51,45.04,21.14,41.84,60.11,65.19,44.51,20.87,40.56,65.25,185.58,142.06,50.86,60.36,108.6,38.76,28.42,76.15,705.63,32.27,29.95,15.49,67.71,22.4,43.42,39.9,24.92,87.7,18.15,63.13,59.42,74.87,650.28,680.0,56.95,36.84,26.55,131.65,48.96,27.85,26.81,111.92
2015-10-21,34.48,42.25,190.76,105.6,44.94,85.7,93.54,38.7,95.18,86.13,56.07,39.34,79.64,263.37,51.13,38.71,50.48,8.96,26.19,245.6,54.55,34.64,72.46,38.36,71.16,47.85,61.59,68.71,55.96,59.03,160.31,15.01,7.92,2.1,53.08,132.5,98.92,88.25,555.77,64.47,91.57,134.26,86.69,31.88,40.48,111.31,48.44,64.41,82.78,19.62,54.82,32.87,161.4,108.25,55.43,53.01,71.5,745.29,124.88,14.76,34.0,30.99,131.51,,276.34,37.31,1364.29,34.4,288.47,31.54,55.56,53.65,,17.19,40.19,109.76,47.77,67.63,59.89,103.34,61.83,34.27,44.86,21.0,41.57,60.7,65.2,44.89,20.67,40.42,65.01,175.35,136.47,51.07,60.49,108.58,37.66,28.22,75.15,665.67,32.17,29.15,15.64,66.9,21.35,43.61,39.6,24.72,86.35,18.12,62.91,56.29,74.32,642.61,671.8,57.3,36.76,26.39,132.28,49.04,27.38,26.69,110.99
2015-10-22,34.66,43.86,190.48,107.22,40.3,85.78,87.76,39.89,98.84,88.46,57.57,40.56,81.68,281.08,52.59,39.01,50.68,9.19,26.57,239.94,55.02,34.67,73.26,38.77,72.53,48.98,60.78,69.85,56.79,61.66,166.76,15.14,7.92,2.14,54.06,134.46,101.17,91.39,563.91,67.13,93.08,131.08,87.73,33.78,41.28,113.19,50.02,66.48,79.84,19.58,55.13,33.81,161.89,112.6,57.67,53.49,67.76,761.59,129.41,15.0,33.35,31.27,130.28,,276.83,38.05,1354.47,35.15,300.45,32.64,56.16,54.78,,16.42,39.61,111.0,48.42,67.39,61.61,104.73,62.8,35.28,45.66,21.12,42.68,62.74,62.68,46.17,20.41,40.81,65.78,178.38,129.36,51.79,62.13,109.95,37.99,28.49,76.91,650.62,32.6,27.76,15.94,68.04,21.11,45.12,39.46,25.36,87.32,18.59,66.26,63.07,76.22,651.79,681.14,58.24,37.67,26.7,137.73,50.32,27.94,26.98,113.89
2015-10-23,35.64,43.55,190.55,110.54,42.03,86.09,92.76,39.98,100.26,87.86,57.77,40.73,82.45,282.4,52.39,38.57,49.23,9.2,27.1,254.65,55.5,34.46,74.22,38.75,74.08,49.16,67.97,72.71,56.91,61.4,171.16,15.36,7.92,2.21,54.28,137.49,102.93,91.11,599.03,68.4,93.58,132.53,87.8,34.28,41.74,114.96,51.41,66.89,79.62,19.69,54.48,33.96,160.19,116.4,58.64,52.73,69.71,762.24,129.75,15.33,33.81,31.31,131.95,,276.99,38.6,1366.49,34.1,305.33,32.36,57.92,55.32,,16.73,40.92,109.32,49.46,69.46,62.36,104.47,63.57,34.92,46.7,21.4,42.63,63.39,64.14,46.53,21.61,40.42,65.85,183.0,132.4,52.02,62.4,109.64,38.9,28.62,78.15,649.72,32.23,28.62,15.51,73.65,20.16,45.12,38.53,25.66,88.39,18.66,66.65,63.51,75.91,702.0,719.33,58.05,37.28,26.19,137.55,50.03,28.87,26.8,113.13
